date,collector_number,name,tcg_foil_low,tcg_foil_market,manapool_foil,manapool_qty
2026-08-24,86,Relic of Sauron (Borderless) (Surge Foil),37,42.92,41,7
2026-08-24,87,The Black Gate (Borderless) (Surge Foil),42,49.17,43.48,9
2026-08-24,88,"Minas Morgul, Dark Fortress (Borderless) (Surge Foil)",40,42.42,38.6,17
2026-08-24,89,Minas Tirith (Borderless) (Surge Foil),19.67,21.14,23.42,6
2026-08-24,90,Mount Doom (Borderless) (Surge Foil),30,34.46,31.99,16
2026-08-24,91,Rivendell (Borderless) (Surge Foil),19.48,23.95,24.05,6
2026-08-24,92,The Shire (Borderless) (Surge Foil),16,17.76,19.16,11
2026-08-25,53,Dawn of a New Age (Borderless) (Surge Foil),13.21,15.1,18.98,9
2026-08-25,54,Flowering of the White Tree (Borderless) (Surge Foil),34.75,39.12,43.93,14
2026-08-25,55,The Gaffer (Borderless) (Surge Foil),25,30.21,33.23,15
2026-08-25,56,Galadriel's Dismissal (Borderless) (Surge Foil),96.35,99.63,101.29,12
2026-08-25,57,Reprieve (Borderless) (Surge Foil),13.49,15.49,15.49,9
2026-08-25,58,Raise the Palisade (Borderless) (Surge Foil),25.75,27.39,26.63,8
2026-08-25,59,Orcish Bowmasters (Borderless) (Surge Foil),194.99,201.33,199.99,15
2026-08-25,60,Witch-king of Angmar (Borderless) (Surge Foil),39.99,42.99,46.16,8
2026-08-25,61,"Witch-king, Bringer of Ruin (Borderless) (Surge Foil)",62.39,72.16,73.48,24
2026-08-25,62,Call Forth the Tempest (Borderless) (Surge Foil),35,44.08,42,15
2026-08-25,63,Cavern-Hoard Dragon (Borderless) (Surge Foil),64.49,68.52,74.79,3
2026-08-25,64,"Arwen, Weaver of Hope (Borderless) (Surge Foil)",34.5,36.16,39.48,5
2026-08-25,65,Delighted Halfling (Borderless) (Surge Foil),54.99,61.07,61.05,14
2026-08-25,66,Elven Chorus (Borderless) (Surge Foil),14.26,19.35,19.24,12
2026-08-25,67,Last March of the Ents (Borderless) (Surge Foil),53.89,62.52,61.65,10
2026-08-25,68,"Aragorn and Arwen, Wed (Borderless) (Surge Foil)",14.67,16.88,14.65,14
2026-08-25,69,"Aragorn, the Uniter (Borderless) (Surge Foil)",33.55,35.94,29.99,17
2026-08-25,70,"Arwen, Mortal Queen (Borderless) (Surge Foil)",24.99,28.39,28.17,9
2026-08-25,71,Flame of Anor (Borderless) (Surge Foil),24.49,27.62,26.07,12
2026-08-25,72,"Galadriel, Light of Valinor (Borderless) (Surge Foil)",147.8,196.81,206.11,3
2026-08-25,73,"Grima, Saruman's Footman (Borderless) (Surge Foil)",11.99,13.83,14.52,9
2026-08-25,74,"Lotho, Corrupt Shirriff (Borderless) (Surge Foil)",37.5,44.09,45,17
2026-08-25,75,Saruman of Many Colors (Borderless) (Surge Foil),23,25.63,25.63,19
2026-08-25,76,"Sauron, the Dark Lord (Borderless) (Surge Foil)",139.99,154.11,147.5,19
2026-08-25,77,"Sauron, the Lidless Eye (Borderless) (Surge Foil)",21.65,22.95,22,9
2026-08-25,78,Tom Bombadil (Borderless) (Surge Foil),58,62.43,63,9
2026-08-25,79,"Anduril, Flame of the West (Borderless) (Surge Foil)",10.21,16.9,16.9,16
2026-08-25,80,"Anduril, Narsil Reforged (Borderless) (Surge Foil)",24.7,28.95,23.64,19
2026-08-25,81,Bilbo's Ring (Borderless) (Surge Foil),19,23.81,21.84,13
2026-08-25,82,Glamdring (Borderless) (Surge Foil),19.99,22.2,22.2,23
2026-08-25,83,Mithril Coat (Borderless) (Surge Foil),62,66.29,73.67,6
2026-08-25,84,The One Ring (Borderless) (Surge Foil),430,524.63,795.99,1
2026-08-25,85,Palantir of Orthanc (Borderless) (Surge Foil),76.3,84.24,85.53,12
2026-08-25,86,Relic of Sauron (Borderless) (Surge Foil),39,42.89,42,2
2026-08-25,87,The Black Gate (Borderless) (Surge Foil),42,48.05,43.47,8
2026-08-25,88,"Minas Morgul, Dark Fortress (Borderless) (Surge Foil)",40,42.17,38.6,14
2026-08-25,89,Minas Tirith (Borderless) (Surge Foil),19.67,21.22,37,6
2026-08-25,90,Mount Doom (Borderless) (Surge Foil),30,34.07,31.94,17
2026-08-25,91,Rivendell (Borderless) (Surge Foil),19.48,23.75,23.95,7
2026-08-25,92,The Shire (Borderless) (Surge Foil),17,17.89,19.33,10
2026-08-26,53,Dawn of a New Age (Borderless) (Surge Foil),13.21,15.39,18.98,9
2026-08-26,54,Flowering of the White Tree (Borderless) (Surge Foil),34.75,39.05,42.5,14
2026-08-26,55,The Gaffer (Borderless) (Surge Foil),25,29.97,31.18,14
2026-08-26,56,Galadriel's Dismissal (Borderless) (Surge Foil),90,99.6,99.98,11
2026-08-26,57,Reprieve (Borderless) (Surge Foil),13.49,15.71,15.48,9
2026-08-26,58,Raise the Palisade (Borderless) (Surge Foil),25.75,27.22,26.05,8
2026-08-26,59,Orcish Bowmasters (Borderless) (Surge Foil),187.98,200.75,198.75,13
2026-08-26,60,Witch-king of Angmar (Borderless) (Surge Foil),39.49,45.02,42.99,11
2026-08-26,61,"Witch-king, Bringer of Ruin (Borderless) (Surge Foil)",62.39,71.59,70.62,23
2026-08-26,62,Call Forth the Tempest (Borderless) (Surge Foil),35,43.02,42,15
2026-08-26,63,Cavern-Hoard Dragon (Borderless) (Surge Foil),64.49,68.9,65.03,3
2026-08-26,64,"Arwen, Weaver of Hope (Borderless) (Surge Foil)",34.5,36.22,38.68,7
2026-08-26,65,Delighted Halfling (Borderless) (Surge Foil),54.99,61.13,61.67,14
2026-08-26,66,Elven Chorus (Borderless) (Surge Foil),14.27,19.87,19.24,11
2026-08-26,67,Last March of the Ents (Borderless) (Surge Foil),57.5,62.88,62.38,9
2026-08-26,68,"Aragorn and Arwen, Wed (Borderless) (Surge Foil)",14.68,16.58,14.65,14
2026-08-26,69,"Aragorn, the Uniter (Borderless) (Surge Foil)",33.49,35.96,29.99,20
2026-08-26,70,"Arwen, Mortal Queen (Borderless) (Surge Foil)",22.33,27.54,27.45,11
2026-08-26,71,Flame of Anor (Borderless) (Surge Foil),24.49,27.72,26.07,12
2026-08-26,72,"Galadriel, Light of Valinor (Borderless) (Surge Foil)",149.99,213.44,231,2
2026-08-26,73,"Grima, Saruman's Footman (Borderless) (Surge Foil)",11.7,13.61,14.49,9
2026-08-26,74,"Lotho, Corrupt Shirriff (Borderless) (Surge Foil)",37.5,43.44,44.05,19
2026-08-26,75,Saruman of Many Colors (Borderless) (Surge Foil),23,25.73,25.61,19
2026-08-26,76,"Sauron, the Dark Lord (Borderless) (Surge Foil)",139.99,153.81,145.5,19
2026-08-26,77,"Sauron, the Lidless Eye (Borderless) (Surge Foil)",21.65,22.87,18.57,9
2026-08-26,78,Tom Bombadil (Borderless) (Surge Foil),60,63.33,62.99,9
2026-08-26,79,"Anduril, Flame of the West (Borderless) (Surge Foil)",9.21,13.86,14.43,14
2026-08-26,80,"Anduril, Narsil Reforged (Borderless) (Surge Foil)",24.7,28.79,22,18
2026-08-26,81,Bilbo's Ring (Borderless) (Surge Foil),16.74,22.3,20.58,15
2026-08-26,82,Glamdring (Borderless) (Surge Foil),19.99,22.2,22.19,22
2026-08-26,83,Mithril Coat (Borderless) (Surge Foil),62,66.27,66.3,6
2026-08-26,84,The One Ring (Borderless) (Surge Foil),435.41,554.11,795.99,1
2026-08-26,85,Palantir of Orthanc (Borderless) (Surge Foil),70,80.65,84.99,12
2026-08-26,86,Relic of Sauron (Borderless) (Surge Foil),39,42.73,42,3
2026-08-26,87,The Black Gate (Borderless) (Surge Foil),42,48.05,43.47,8
2026-08-26,88,"Minas Morgul, Dark Fortress (Borderless) (Surge Foil)",40,42.18,37.98,15
2026-08-26,89,Minas Tirith (Borderless) (Surge Foil),19.96,21.54,34.99,7
2026-08-26,90,Mount Doom (Borderless) (Surge Foil),30,33.38,31.56,16
2026-08-26,91,Rivendell (Borderless) (Surge Foil),19.48,23.74,23.51,9
2026-08-26,92,The Shire (Borderless) (Surge Foil),17,17.83,19.35,9
2026-08-27,53,Dawn of a New Age (Borderless) (Surge Foil),13.21,15.7,17,8
2026-08-27,54,Flowering of the White Tree (Borderless) (Surge Foil),35.74,39.1,37.09,15
2026-08-27,55,The Gaffer (Borderless) (Surge Foil),25,29.02,27.86,15
2026-08-27,56,Galadriel's Dismissal (Borderless) (Surge Foil),90,99.47,94.9,12
2026-08-27,57,Reprieve (Borderless) (Surge Foil),13.69,15.69,14.9,7
2026-08-27,58,Raise the Palisade (Borderless) (Surge Foil),25.75,27.2,25.52,11
2026-08-27,59,Orcish Bowmasters (Borderless) (Surge Foil),185,198.59,196.59,17
2026-08-27,60,Witch-king of Angmar (Borderless) (Surge Foil),39.49,46.76,43.99,11
2026-08-27,61,"Witch-king, Bringer of Ruin (Borderless) (Surge Foil)",60,68.27,65.31,23
2026-08-27,62,Call Forth the Tempest (Borderless) (Surge Foil),34.69,39.94,40,17
2026-08-27,63,Cavern-Hoard Dragon (Borderless) (Surge Foil),64.49,69.05,64.82,7
2026-08-27,64,"Arwen, Weaver of Hope (Borderless) (Surge Foil)",34.95,36.6,38.26,7
2026-08-27,65,Delighted Halfling (Borderless) (Surge Foil),56.5,60.28,61.67,14
2026-08-27,66,Elven Chorus (Borderless) (Surge Foil),18.25,20.05,19.04,11
2026-08-27,67,Last March of the Ents (Borderless) (Surge Foil),59.48,63.54,61.75,11
2026-08-27,68,"Aragorn and Arwen, Wed (Borderless) (Surge Foil)",15.89,16.73,14.25,17
2026-08-27,69,"Aragorn, the Uniter (Borderless) (Surge Foil)",32.89,35.94,31.75,19
2026-08-27,70,"Arwen, Mortal Queen (Borderless) (Surge Foil)",22.33,27.48,25.99,11
2026-08-27,71,Flame of Anor (Borderless) (Surge Foil),24.49,27.19,25.93,13
2026-08-27,72,"Galadriel, Light of Valinor (Borderless) (Surge Foil)",174,224.94,230,3
2026-08-27,73,"Grima, Saruman's Footman (Borderless) (Surge Foil)",11.7,13.26,12.59,11
2026-08-27,74,"Lotho, Corrupt Shirriff (Borderless) (Surge Foil)",35.97,40.71,39.13,19
2026-08-27,75,Saruman of Many Colors (Borderless) (Surge Foil),23,25.5,24.12,22
2026-08-27,76,"Sauron, the Dark Lord (Borderless) (Surge Foil)",139.99,151.69,145.35,20
2026-08-27,77,"Sauron, the Lidless Eye (Borderless) (Surge Foil)",21.65,22.8,20,6
2026-08-27,78,Tom Bombadil (Borderless) (Surge Foil),60,63.97,62.78,11
2026-08-27,79,"Anduril, Flame of the West (Borderless) (Surge Foil)",9.21,12.61,13.12,14
2026-08-27,80,"Anduril, Narsil Reforged (Borderless) (Surge Foil)",19.99,26.87,19,16
2026-08-27,81,Bilbo's Ring (Borderless) (Surge Foil),16.74,21.18,19.42,15
2026-08-27,82,Glamdring (Borderless) (Surge Foil),18,22.03,18.24,22
2026-08-27,83,Mithril Coat (Borderless) (Surge Foil),62,66.48,66.5,6
2026-08-27,84,The One Ring (Borderless) (Surge Foil),435.41,560.05,795.99,1
2026-08-27,85,Palantir of Orthanc (Borderless) (Surge Foil),65,76.92,77.99,11
2026-08-27,86,Relic of Sauron (Borderless) (Surge Foil),39,42.63,42,3
2026-08-27,87,The Black Gate (Borderless) (Surge Foil),40,44.8,43.02,7
2026-08-27,88,"Minas Morgul, Dark Fortress (Borderless) (Surge Foil)",39.5,41.95,37.97,17
2026-08-27,89,Minas Tirith (Borderless) (Surge Foil),19.96,21.47,30,7
2026-08-27,90,Mount Doom (Borderless) (Surge Foil),30,32.8,31.55,15
2026-08-27,91,Rivendell (Borderless) (Surge Foil),19.48,23.66,22.53,9
2026-08-27,92,The Shire (Borderless) (Surge Foil),17,18.09,19.54,10
